Date	ISIN	SecurityDescription	AggregateHoldingOfFPIS	OutstandingPositionOfGovtSecurities	SecHoldings
20180611	IN0020150069	07.59 GS 2029	1673.61	96236.793	1.74
20180611	IN0020060045	08.33 GS 2036	601.6	86000	0.7
20180611	IN0020120062	08.30 GS 2042	1438.324	104529.44	1.38
20180611	IN0020060078	08.24 GS 2027	1394.525	93388.55	1.49
20180611	IN0020170042	06.68 GS 2031	1042.1	93251.703	1.12
20180611	IN0020140078	08.17 GS 2044	809.04	86000	0.94
20180611	IN0020089069	06.90 OIL SPL 2026	200	21942	0.91
20180611	IN0020060318	07.94 GS 2021	429.8	49425	0.87
20180611	IN0020070036	08.26 GS 2027	630	73427.329	0.86
20180611	IN0020150051	07.73 GS 2034	836.235	100000	0.84
20180611	IN0020110055	08.97 GS 2030	1024	90000	1.14
20180612	IN0020140045	08.40 GS 2024	5367.498	90000	5.96
20180612	IN0020140011	08.60 GS 2028	4750.171	84000	5.66
20180612	IN0020070051	08.13 GS 2022	3689.385	70495.28	5.23
20180612	IN0020150028	07.88 GS 2030	4613.719	89000	5.18
20180612	IN0020130038	07.28 GS 2019	2700.789	53000	5.1
20180612	IN0020120039	08.33 GS 2026	3124.41	90000	3.47
20180612	IN0020140060	08.15 GS 2026	3836.55	86489.206	4.44
20180612	IN0020090034	07.35 GS 2024	3760.01	90168.022	4.17
20180612	IN0020160019	07.61 GS 2030	3334.564	85000	3.92
20180612	IN0020092071	GOI FRB 2020	505	13000	3.89
20180612	IN0020170174	07.17 GS 2028	1941.283	52000	3.73
20180612	IN0020110048	09.15 GS 2024	6899.593	92000	7.5
20180612	IN0020150093	07.59 GS 2026	4527.748	96000	4.72
20180612	IN0020170026	06.79 GS 2027	9284.075	121000	7.67
20180612	IN0020120013	08.15 GS 2022	10929.685	83000	13.17
20180612	IN0020120054	08.12 GS 2020	6473.777	76000	8.52
20180612	IN0020150036	07.72 GS 2025	7655.087	86000	8.9
20180612	IN0020140029	08.27 GS 2020	7468.963	73000	10.23
20180612	IN0020110030	08.79 GS 2021	9603.48	83000	11.57
20180612	IN0020160050	06.84 GS 2022	11117.723	96000	11.58
20180612	IN0020130012	07.16 GS 2023	10435.36	77100	13.54
20180612	IN0020060037	08.20 GS 2022	8473.88	57632.33	14.7
20180612	IN0020110022	07.80 GS 2021	9913.767	66000	15.02
20180612	IN0020070028	08.08 GS 2022	10906.222	68969.411	15.81
20180612	IN0020150010	07.68 GS 2023	14473.888	88132.012	16.42
20180612	IN0020130061	08.83 GS 2023	15130.008	83000	18.23
20180612	IN0020180025	07.37 GS 2023	1145	6000	19.08
20180612	IN0020070069	08.28 GS 2027	3085.35	89252.24	3.46
20180612	IN0020020072	08.35 GS 2022	6438.84	77000	8.36
20180612	IN0020100015	07.80 GS 2020	2468.93	75000	3.29
20180612	IN0020080068	06.05 GS 2019 FEB	2.5	53000	0.01
20180612	IN0020130079	09.23 GS 2043	1742.6	79472.28	2.19
20180612	IN0020110071	08.19 GS 2020	1659.383	74000	2.24
20180612	IN0020070044	08.32 GS 2032	18	89434.05	0.02
20180612	IN0020160092	06.62 GS 2051	35	55000	0.06
20180612	IN0020090042	06.90 GS 2019	30.363	45000	0.07
20180612	IN0020020106	07.95 GS 2032	102	89000	0.12
20180612	IN0020140052	08.24 GS 2033	220.372	87275	0.25
20180612	IN0020050012	07.40 GS 2035	173.05	60245	0.29
20180612	IN0020110063	08.83 GS 2041	279.9	90000	0.31
20180612	IN0020150044	08.13 GS 2045	362.735	76000	0.48
20180612	IN0020130053	09.20 GS 2030	322.039	61884.55	0.52
20180612	IN0020060086	08.28 GS 2032	483	90687.11	0.53
20180612	IN0020040039	07.50 GS 2034	479.75	90000	0.53
20180612	IN0020160068	07.06 GS 2046	369.055	64000	0.58
20180612	IN0020100031	08.30 GS 2040	552.85	90000	0.61
20180612	IN0020160100	06.57 GS 2033	195	52000	0.38
20180612	IN0020160118	06.79 GS 2029	948.55	118801.123	0.8
20180612	IN0020060045	08.33 GS 2036	601.6	86000	0.7
20180612	IN0020120047	08.20 GS 2025	1801.5	90000	2
20180612	IN0020160035	06.97 GS 2026	1712.218	91000	1.88
20180612	IN0020150069	07.59 GS 2029	1673.61	96236.793	1.74
20180612	IN0020060078	08.24 GS 2027	1374.525	93388.55	1.47
20180612	IN0020120062	08.30 GS 2042	1438.324	104529.44	1.38
20180612	IN0020110055	08.97 GS 2030	1024	90000	1.14
20180612	IN0020020171	06.35 GS 2020	1240.014	61000	2.03
20180612	IN0020140078	08.17 GS 2044	809.04	86000	0.94
20180612	IN0020089069	06.90 OIL SPL 2026	200	21942	0.91
20180612	IN0020150051	07.73 GS 2034	871.235	100000	0.87
20180612	IN0020060318	07.94 GS 2021	429.8	49425	0.87
20180612	IN0020070036	08.26 GS 2027	630	73427.329	0.86
20180612	IN0020170042	06.68 GS 2031	1042.1	93251.703	1.12
20180613	IN0020110048	09.15 GS 2024	6899.593	92000	7.5
20180613	IN0020140045	08.40 GS 2024	5368.338	90000	5.97
20180613	IN0020140011	08.60 GS 2028	4750.171	84000	5.66
20180613	IN0020150093	07.59 GS 2026	5052.748	96000	5.26
20180613	IN0020070051	08.13 GS 2022	3689.385	70495.28	5.23
20180613	IN0020150028	07.88 GS 2030	4613.719	89000	5.18
20180613	IN0020160019	07.61 GS 2030	3334.564	85000	3.92
20180613	IN0020140060	08.15 GS 2026	3836.55	86489.206	4.44
20180613	IN0020090034	07.35 GS 2024	3760.01	90168.022	4.17
20180613	IN0020092071	GOI FRB 2020	505	13000	3.89
20180613	IN0020170174	07.17 GS 2028	1940.633	52000	3.73
20180613	IN0020120039	08.33 GS 2026	3124.41	90000	3.47
20180613	IN0020130038	07.28 GS 2019	2690.789	53000	5.08
20180613	IN0020170026	06.79 GS 2027	9298.675	121000	7.69
20180613	IN0020070069	08.28 GS 2027	3085.35	89252.24	3.46
20180613	IN0020120054	08.12 GS 2020	6473.777	76000	8.52
20180613	IN0020150036	07.72 GS 2025	7650.756	86000	8.9
20180613	IN0020140029	08.27 GS 2020	7468.963	73000	10.23
20180613	IN0020180025	07.37 GS 2023	615	6000	10.25
20180613	IN0020160050	06.84 GS 2022	10202.723	96000	10.63
20180613	IN0020110030	08.79 GS 2021	9608.48	83000	11.58
20180613	IN0020120013	08.15 GS 2022	10929.685	83000	13.17
20180613	IN0020130012	07.16 GS 2023	10435.36	77100	13.54
20180613	IN0020060037	08.20 GS 2022	8623.88	57632.33	14.96
20180613	IN0020110022	07.80 GS 2021	9913.767	66000	15.02
20180613	IN0020070028	08.08 GS 2022	10906.222	68969.411	15.81
20180613	IN0020150010	07.68 GS 2023	14460.834	88132.012	16.41
20180613	IN0020130061	08.83 GS 2023	15130.008	83000	18.23
20180613	IN0020020072	08.35 GS 2022	6438.84	77000	8.36
20180613	IN0020100015	07.80 GS 2020	2468.93	75000	3.29
20180613	IN0020080068	06.05 GS 2019 FEB	2.5	53000	0.01
20180613	IN0020130079	09.23 GS 2043	1742.6	79472.28	2.19
20180613	IN0020070044	08.32 GS 2032	18	89434.05	0.02
20180613	IN0020160092	06.62 GS 2051	35	55000	0.06
20180613	IN0020090042	06.90 GS 2019	30.363	45000	0.07
20180613	IN0020020106	07.95 GS 2032	102	89000	0.12
20180613	IN0020140052	08.24 GS 2033	220.372	87275	0.25
20180613	IN0020050012	07.40 GS 2035	173.05	60245	0.29
20180613	IN0020110063	08.83 GS 2041	279.9	90000	0.31
20180613	IN0020160100	06.57 GS 2033	195	52000	0.38
20180613	IN0020150044	08.13 GS 2045	362.735	76000	0.48
20180613	IN0020130053	09.20 GS 2030	322.039	61884.55	0.52
20180613	IN0020060086	08.28 GS 2032	483	90687.11	0.53
20180613	IN0020040039	07.50 GS 2034	479.75	90000	0.53
20180613	IN0020160068	07.06 GS 2046	369.055	64000	0.58
20180613	IN0020100031	08.30 GS 2040	552.85	90000	0.61
20180613	IN0020110071	08.19 GS 2020	1659.383	74000	2.24
20180613	IN0020060045	08.33 GS 2036	601.6	86000	0.7
20180613	IN0020020171	06.35 GS 2020	1240.014	61000	2.03
20180613	IN0020120047	08.20 GS 2025	1801.5	90000	2
20180613	IN0020160035	06.97 GS 2026	1712.218	91000	1.88
20180613	IN0020150069	07.59 GS 2029	1673.61	96236.793	1.74
20180613	IN0020160118	06.79 GS 2029	748.55	118801.123	0.63
20180613	IN0020120062	08.30 GS 2042	1438.324	104529.44	1.38
20180613	IN0020060078	08.24 GS 2027	1374.525	93388.55	1.47
20180613	IN0020110055	08.97 GS 2030	1024	90000	1.14
20180613	IN0020140078	08.17 GS 2044	809.04	86000	0.94
20180613	IN0020089069	06.90 OIL SPL 2026	200	21942	0.91
20180613	IN0020150051	07.73 GS 2034	871.235	100000	0.87
20180613	IN0020060318	07.94 GS 2021	429.8	49425	0.87
20180613	IN0020070036	08.26 GS 2027	630	73427.329	0.86
20180613	IN0020170042	06.68 GS 2031	1092.1	93251.703	1.17
20180614	IN0020140011	08.60 GS 2028	4750.171	84000	5.66
20180614	IN0020150093	07.59 GS 2026	5052.748	96000	5.26
20180614	IN0020070051	08.13 GS 2022	3689.385	70495.28	5.23
20180614	IN0020150028	07.88 GS 2030	4613.719	89000	5.18
20180614	IN0020130038	07.28 GS 2019	2689.589	53000	5.08
20180614	IN0020070069	08.28 GS 2027	3081.25	89252.24	3.45
20180614	IN0020090034	07.35 GS 2024	3626.61	90168.022	4.02
20180614	IN0020170174	07.17 GS 2028	2076.633	52000	3.99
20180614	IN0020160019	07.61 GS 2030	3334.564	85000	3.92
20180614	IN0020092071	GOI FRB 2020	505	13000	3.89
20180614	IN0020120039	08.33 GS 2026	3124.41	90000	3.47
20180614	IN0020140045	08.40 GS 2024	5348.338	90000	5.94
20180614	IN0020140060	08.15 GS 2026	3836.55	86489.206	4.44
20180614	IN0020110048	09.15 GS 2024	6899.593	92000	7.5
20180614	IN0020180025	07.37 GS 2023	615	6000	10.25
20180614	IN0020020072	08.35 GS 2022	6438.84	77000	8.36
20180614	IN0020120054	08.12 GS 2020	6473.777	76000	8.52
20180614	IN0020150036	07.72 GS 2025	7650.756	86000	8.9
20180614	IN0020160050	06.84 GS 2022	9562.723	96000	9.96
20180614	IN0020140029	08.27 GS 2020	7448.963	73000	10.2
20180614	IN0020110030	08.79 GS 2021	9608.48	83000	11.58
20180614	IN0020120013	08.15 GS 2022	10994.685	83000	13.25
20180614	IN0020130012	07.16 GS 2023	10435.36	77100	13.54
20180614	IN0020060037	08.20 GS 2022	8623.88	57632.33	14.96
20180614	IN0020110022	07.80 GS 2021	9913.767	66000	15.02
20180614	IN0020070028	08.08 GS 2022	10906.222	68969.411	15.81
20180614	IN0020150010	07.68 GS 2023	14455.734	88132.012	16.4
20180614	IN0020100015	07.80 GS 2020	2468.93	75000	3.29
20180614	IN0020170026	06.79 GS 2027	9188.675	121000	7.59
20180614	IN0020130061	08.83 GS 2023	15145.768	83000	18.25
20180614	IN0020110071	08.19 GS 2020	1659.383	74000	2.24
20180614	IN0020020171	06.35 GS 2020	1240.014	61000	2.03
20180614	IN0020130079	09.23 GS 2043	1742.6	79472.28	2.19
20180614	IN0020080068	06.05 GS 2019 FEB	2.5	53000	0.01
20180614	IN0020070044	08.32 GS 2032	18	89434.05	0.02
20180614	IN0020160092	06.62 GS 2051	35	55000	0.06
20180614	IN0020090042	06.90 GS 2019	30.363	45000	0.07
20180614	IN0020020106	07.95 GS 2032	102	89000	0.12
20180614	IN0020140052	08.24 GS 2033	220.372	87275	0.25
20180614	IN0020050012	07.40 GS 2035	165	60245	0.27
20180614	IN0020160100	06.57 GS 2033	195	52000	0.38
20180614	IN0020150044	08.13 GS 2045	362.735	76000	0.48
20180614	IN0020130053	09.20 GS 2030	322.039	61884.55	0.52
20180614	IN0020060086	08.28 GS 2032	483	90687.11	0.53
20180614	IN0020040039	07.50 GS 2034	479.75	90000	0.53
20180614	IN0020160068	07.06 GS 2046	369.055	64000	0.58
20180614	IN0020110063	08.83 GS 2041	279.9	90000	0.31
20180614	IN0020160118	06.79 GS 2029	748.55	118801.123	0.63
20180614	IN0020100031	08.30 GS 2040	552.85	90000	0.61
20180614	IN0020160035	06.97 GS 2026	1712.218	91000	1.88
20180614	IN0020150069	07.59 GS 2029	1673.61	96236.793	1.74
20180614	IN0020060078	08.24 GS 2027	1374.525	93388.55	1.47
20180614	IN0020120062	08.30 GS 2042	1438.324	104529.44	1.38
20180614	IN0020170042	06.68 GS 2031	1117.1	93251.703	1.2
20180614	IN0020110055	08.97 GS 2030	1024	90000	1.14
20180614	IN0020120047	08.20 GS 2025	1801.5	90000	2
20180614	IN0020089069	06.90 OIL SPL 2026	200	21942	0.91
20180614	IN0020150051	07.73 GS 2034	871.235	100000	0.87
20180614	IN0020070036	08.26 GS 2027	630	73427.329	0.86
20180614	IN0020060318	07.94 GS 2021	419.8	49425	0.85
20180614	IN0020060045	08.33 GS 2036	601.6	86000	0.7
20180614	IN0020140078	08.17 GS 2044	807.29	86000	0.94
20180615	IN0020170026	06.79 GS 2027	8987.875	121000	7.43
20180615	IN0020140045	08.40 GS 2024	5348.338	90000	5.94
20180615	IN0020140011	08.60 GS 2028	4750.171	84000	5.66
20180615	IN0020150093	07.59 GS 2026	5052.748	96000	5.26
20180615	IN0020070051	08.13 GS 2022	3689.385	70495.28	5.23
20180615	IN0020150028	07.88 GS 2030	4613.719	89000	5.18
20180615	IN0020170174	07.17 GS 2028	2076.633	52000	3.99
20180615	IN0020140060	08.15 GS 2026	3836.55	86489.206	4.44
20180615	IN0020090034	07.35 GS 2024	3626.61	90168.022	4.02
20180615	IN0020160019	07.61 GS 2030	3334.564	85000	3.92
20180615	IN0020092071	GOI FRB 2020	505	13000	3.89
20180615	IN0020120039	08.33 GS 2026	3124.41	90000	3.47
20180615	IN0020130038	07.28 GS 2019	2689.589	53000	5.08
20180615	IN0020110048	09.15 GS 2024	6899.593	92000	7.5
20180615	IN0020070069	08.28 GS 2027	3066.25	89252.24	3.44
20180615	IN0020120054	08.12 GS 2020	6473.777	76000	8.52
20180615	IN0020150036	07.72 GS 2025	7650.756	86000	8.9
20180615	IN0020160050	06.84 GS 2022	9492.723	96000	9.89
20180615	IN0020140029	08.27 GS 2020	7448.963	73000	10.2
20180615	IN0020180025	07.37 GS 2023	615	6000	10.25
20180615	IN0020110030	08.79 GS 2021	9631.48	83000	11.6
20180615	IN0020120013	08.15 GS 2022	11004.685	83000	13.26
20180615	IN0020130012	07.16 GS 2023	10455.36	77100	13.56
20180615	IN0020060037	08.20 GS 2022	8623.88	57632.33	14.96
20180615	IN0020110022	07.80 GS 2021	9913.767	66000	15.02
20180615	IN0020070028	08.08 GS 2022	10906.222	68969.411	15.81
20180615	IN0020150010	07.68 GS 2023	14455.734	88132.012	16.4
20180615	IN0020130061	08.83 GS 2023	15145.768	83000	18.25
20180615	IN0020020072	08.35 GS 2022	6438.84	77000	8.36
20180615	IN0020100015	07.80 GS 2020	2468.93	75000	3.29
20180615	IN0020160092	06.62 GS 2051	35	55000	0.06
20180615	IN0020130079	09.23 GS 2043	1742.6	79472.28	2.19
20180615	IN0020070044	08.32 GS 2032	18	89434.05	0.02
20180615	IN0020080068	06.05 GS 2019 FEB	2.5	53000	0.01
20180615	IN0020090042	06.90 GS 2019	30.363	45000	0.07
20180615	IN0020020106	07.95 GS 2032	102	89000	0.12
20180615	IN0020140052	08.24 GS 2033	220.372	87275	0.25
20180615	IN0020050012	07.40 GS 2035	165	60245	0.27
20180615	IN0020110063	08.83 GS 2041	279.9	90000	0.31
20180615	IN0020160100	06.57 GS 2033	195	52000	0.38
20180615	IN0020150044	08.13 GS 2045	362.735	76000	0.48
20180615	IN0020130053	09.20 GS 2030	322.039	61884.55	0.52
20180615	IN0020060086	08.28 GS 2032	483	90687.11	0.53
20180615	IN0020040039	07.50 GS 2034	479.75	90000	0.53
20180615	IN0020160068	07.06 GS 2046	369.055	64000	0.58
20180615	IN0020100031	08.30 GS 2040	552.85	90000	0.61
20180615	IN0020110071	08.19 GS 2020	1659.383	74000	2.24
20180615	IN0020060045	08.33 GS 2036	601.6	86000	0.7
20180615	IN0020020171	06.35 GS 2020	1240.014	61000	2.03
20180615	IN0020120047	08.20 GS 2025	1801.5	90000	2
20180615	IN0020160035	06.97 GS 2026	1712.218	91000	1.88
20180615	IN0020150069	07.59 GS 2029	1513.11	96236.793	1.57
20180615	IN0020160118	06.79 GS 2029	748.55	118801.123	0.63
20180615	IN0020120062	08.30 GS 2042	1438.324	104529.44	1.38
20180615	IN0020060078	08.24 GS 2027	1374.525	93388.55	1.47
20180615	IN0020110055	08.97 GS 2030	1024	90000	1.14
20180615	IN0020140078	08.17 GS 2044	807.29	86000	0.94
20180615	IN0020089069	06.90 OIL SPL 2026	200	21942	0.91
20180615	IN0020150051	07.73 GS 2034	871.235	100000	0.87
20180615	IN0020070036	08.26 GS 2027	630	73427.329	0.86
20180615	IN0020060318	07.94 GS 2021	419.8	49425	0.85
20180615	IN0020170042	06.68 GS 2031	1122.1	93251.703	1.2
20180618	IN0020140045	08.40 GS 2024	5327.438	90000	5.92
20180618	IN0020140011	08.60 GS 2028	4750.171	84000	5.66
20180618	IN0020150093	07.59 GS 2026	5059.748	96000	5.27
20180618	IN0020070051	08.13 GS 2022	3689.385	70495.28	5.23
20180618	IN0020130038	07.28 GS 2019	2684.589	53000	5.07
20180618	IN0020120039	08.33 GS 2026	3124.41	90000	3.47
20180618	IN0020140060	08.15 GS 2026	3836.55	86489.206	4.44
20180618	IN0020090034	07.35 GS 2024	3626.61	90168.022	4.02
20180618	IN0020160019	07.61 GS 2030	3334.564	85000	3.92
20180618	IN0020092071	GOI FRB 2020	505	13000	3.89
20180618	IN0020170174	07.17 GS 2028	2001.633	52000	3.85
20180618	IN0020170026	06.79 GS 2027	8987.875	121000	7.43
20180618	IN0020150028	07.88 GS 2030	4490.861	89000	5.05
20180618	IN0020110048	09.15 GS 2024	6899.593	92000	7.5
20180618	IN0020110030	08.79 GS 2021	9631.48	83000	11.6
20180618	IN0020120054	08.12 GS 2020	6453.777	76000	8.49
20180618	IN0020150036	07.72 GS 2025	7650.756	86000	8.9
20180618	IN0020160050	06.84 GS 2022	9242.723	96000	9.63
20180618	IN0020180025	07.37 GS 2023	615	6000	10.25
20180618	IN0020140029	08.27 GS 2020	7498.963	73000	10.27
20180618	IN0020120013	08.15 GS 2022	11044.685	83000	13.31
20180618	IN0020130012	07.16 GS 2023	10455.36	77100	13.56
20180618	IN0020060037	08.20 GS 2022	8623.88	57632.33	14.96
20180618	IN0020110022	07.80 GS 2021	9913.767	66000	15.02
20180618	IN0020070028	08.08 GS 2022	10906.222	68969.411	15.81
20180618	IN0020150010	07.68 GS 2023	14455.734	88132.012	16.4
20180618	IN0020130061	08.83 GS 2023	15145.768	83000	18.25
20180618	IN0020070069	08.28 GS 2027	3066.25	89252.24	3.44
20180618	IN0020020072	08.35 GS 2022	6438.84	77000	8.36
20180618	IN0020100015	07.80 GS 2020	2468.93	75000	3.29
20180618	IN0020110071	08.19 GS 2020	1659.383	74000	2.24
20180618	IN0020130079	09.23 GS 2043	1742.6	79472.28	2.19
20180618	IN0020070044	08.32 GS 2032	18	89434.05	0.02
20180618	IN0020160092	06.62 GS 2051	35	55000	0.06
20180618	IN0020090042	06.90 GS 2019	30.363	45000	0.07
20180618	IN0020020106	07.95 GS 2032	100	89000	0.11
20180618	IN0020140052	08.24 GS 2033	220.372	87275	0.25
20180618	IN0020050012	07.40 GS 2035	165	60245	0.27
20180618	IN0020110063	08.83 GS 2041	279.9	90000	0.31
20180618	IN0020160100	06.57 GS 2033	195	52000	0.38
20180618	IN0020150044	08.13 GS 2045	362.735	76000	0.48
20180618	IN0020130053	09.20 GS 2030	322.039	61884.55	0.52
20180618	IN0020060086	08.28 GS 2032	483	90687.11	0.53
20180618	IN0020040039	07.50 GS 2034	479.75	90000	0.53
20180618	IN0020160068	07.06 GS 2046	369.055	64000	0.58
20180618	IN0020100031	08.30 GS 2040	552.85	90000	0.61
20180618	IN0020080068	06.05 GS 2019 FEB	2.5	53000	0.01
20180618	IN0020060045	08.33 GS 2036	601.6	86000	0.7
20180618	IN0020020171	06.35 GS 2020	1240.014	61000	2.03
20180618	IN0020120047	08.20 GS 2025	1801.5	90000	2
20180618	IN0020160035	06.97 GS 2026	1592.218	91000	1.75
20180618	IN0020150069	07.59 GS 2029	1513.11	96236.793	1.57
20180618	IN0020160118	06.79 GS 2029	748.55	118801.123	0.63
20180618	IN0020120062	08.30 GS 2042	1438.324	104529.44	1.38
20180618	IN0020060078	08.24 GS 2027	1374.525	93388.55	1.47
20180618	IN0020110055	08.97 GS 2030	1024	90000	1.14
20180618	IN0020140078	08.17 GS 2044	807.29	86000	0.94
20180618	IN0020089069	06.90 OIL SPL 2026	200	21942	0.91
20180618	IN0020150051	07.73 GS 2034	871.235	100000	0.87
20180618	IN0020070036	08.26 GS 2027	630	73427.329	0.86
20180618	IN0020060318	07.94 GS 2021	419.8	49425	0.85
20180618	IN0020170042	06.68 GS 2031	1075.1	93251.703	1.15
20180619	IN0020140045	08.40 GS 2024	5305.464	90000	5.9
20180619	IN0020140011	08.60 GS 2028	4750.171	84000	5.66
20180619	IN0020150093	07.59 GS 2026	5059.748	96000	5.27
20180619	IN0020070051	08.13 GS 2022	3689.385	70495.28	5.23
20180619	IN0020130038	07.28 GS 2019	2679.589	53000	5.06
20180619	IN0020120039	08.33 GS 2026	3124.41	90000	3.47
20180619	IN0020140060	08.15 GS 2026	3836.55	86489.206	4.44
20180619	IN0020090034	07.35 GS 2024	3626.61	90168.022	4.02
20180619	IN0020170174	07.17 GS 2028	2036.633	52000	3.92
20180619	IN0020160019	07.61 GS 2030	3309.564	85000	3.89
20180619	IN0020092071	GOI FRB 2020	505	13000	3.89
20180619	IN0020170026	06.79 GS 2027	8987.875	121000	7.43
20180619	IN0020150028	07.88 GS 2030	4470.861	89000	5.02
20180619	IN0020110048	09.15 GS 2024	6899.593	92000	7.5
20180619	IN0020110030	08.79 GS 2021	9631.48	83000	11.6
20180619	IN0020120054	08.12 GS 2020	6453.777	76000	8.49
20180619	IN0020150036	07.72 GS 2025	7650.756	86000	8.9
20180619	IN0020160050	06.84 GS 2022	9137.723	96000	9.52
20180619	IN0020140029	08.27 GS 2020	7478.963	73000	10.25
20180619	IN0020180025	07.37 GS 2023	615	6000	10.25
20180619	IN0020130012	07.16 GS 2023	10205.36	77100	13.24
20180619	IN0020120013	08.15 GS 2022	11044.685	83000	13.31
20180619	IN0020110022	07.80 GS 2021	9913.767	66000	15.02
20180619	IN0020060037	08.20 GS 2022	8663.88	57632.33	15.03
20180619	IN0020070028	08.08 GS 2022	10906.222	68969.411	15.81
20180619	IN0020150010	07.68 GS 2023	14455.734	88132.012	16.4
20180619	IN0020130061	08.83 GS 2023	15145.768	83000	18.25
20180619	IN0020070069	08.28 GS 2027	3066.25	89252.24	3.44
20180619	IN0020020072	08.35 GS 2022	6438.84	77000	8.36
20180619	IN0020100015	07.80 GS 2020	2468.93	75000	3.29
20180619	IN0020080068	06.05 GS 2019 FEB	2.5	53000	0.01
20180619	IN0020130079	09.23 GS 2043	1742.6	79472.28	2.19
20180619	IN0020110071	08.19 GS 2020	1659.383	74000	2.24
20180619	IN0020070044	08.32 GS 2032	14	89434.05	0.02
20180619	IN0020160092	06.62 GS 2051	35	55000	0.06
20180619	IN0020090042	06.90 GS 2019	30.363	45000	0.07
20180619	IN0020020106	07.95 GS 2032	100	89000	0.11
20180619	IN0020140052	08.24 GS 2033	220.372	87275	0.25
20180619	IN0020050012	07.40 GS 2035	165	60245	0.27
20180619	IN0020110063	08.83 GS 2041	279.9	90000	0.31
20180619	IN0020150044	08.13 GS 2045	362.735	76000	0.48
20180619	IN0020130053	09.20 GS 2030	322.039	61884.55	0.52
20180619	IN0020060086	08.28 GS 2032	483	90687.11	0.53
20180619	IN0020040039	07.50 GS 2034	479.75	90000	0.53
20180619	IN0020160068	07.06 GS 2046	369.055	64000	0.58
20180619	IN0020100031	08.30 GS 2040	552.85	90000	0.61
20180619	IN0020160100	06.57 GS 2033	195	52000	0.38
20180619	IN0020060045	08.33 GS 2036	601.6	86000	0.7
20180619	IN0020160118	06.79 GS 2029	748.55	118801.123	0.63
20180619	IN0020120047	08.20 GS 2025	1801.5	90000	2
20180619	IN0020160035	06.97 GS 2026	1592.218	91000	1.75
20180619	IN0020150069	07.59 GS 2029	1513.11	96236.793	1.57
20180619	IN0020060078	08.24 GS 2027	1377.925	93388.55	1.48
20180619	IN0020120062	08.30 GS 2042	1438.324	104529.44	1.38
20180619	IN0020170042	06.68 GS 2031	1075.1	93251.703	1.15
20180619	IN0020020171	06.35 GS 2020	1240.014	61000	2.03
20180619	IN0020140078	08.17 GS 2044	807.29	86000	0.94
20180619	IN0020089069	06.90 OIL SPL 2026	200	21942	0.91
20180619	IN0020150051	07.73 GS 2034	871.235	100000	0.87
20180619	IN0020070036	08.26 GS 2027	630	73427.329	0.86
20180619	IN0020060318	07.94 GS 2021	419.8	49425	0.85
20180619	IN0020110055	08.97 GS 2030	1024	90000	1.14
20180620	IN0020170026	06.79 GS 2027	8987.875	121000	7.43
